date,location_key,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_recovered_age_0,new_recovered_age_1,new_recovered_age_2,new_recovered_age_3,new_recovered_age_4,new_recovered_age_5,new_recovered_age_6,new_recovered_age_7,new_recovered_age_8,new_recovered_age_9,cumulative_recovered_age_0,cumulative_recovered_age_1,cumulative_recovered_age_2,cumulative_recovered_age_3,cumulative_recovered_age_4,cumulative_recovered_age_5,cumulative_recovered_age_6,cumulative_recovered_age_7,cumulative_recovered_age_8,cumulative_recovered_age_9,new_tested_age_0,new_tested_age_1,new_tested_age_2,new_tested_age_3,new_tested_age_4,new_tested_age_5,new_tested_age_6,new_tested_age_7,new_tested_age_8,new_tested_age_9,cumulative_tested_age_0,cumulative_tested_age_1,cumulative_tested_age_2,cumulative_tested_age_3,cumulative_tested_age_4,cumulative_tested_age_5,cumulative_tested_age_6,cumulative_tested_age_7,cumulative_tested_age_8,cumulative_tested_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,new_intensive_care_patients_age_0,new_intensive_care_patients_age_1,new_intensive_care_patients_age_2,new_intensive_care_patients_age_3,new_intensive_care_patients_age_4,new_intensive_care_patients_age_5,new_intensive_care_patients_age_6,new_intensive_care_patients_age_7,new_intensive_care_patients_age_8,new_intensive_care_patients_age_9,cumulative_intensive_care_patients_age_0,cumulative_intensive_care_patients_age_1,cumulative_intensive_care_patients_age_2,cumulative_intensive_care_patients_age_3,cumulative_intensive_care_patients_age_4,cumulative_intensive_care_patients_age_5,cumulative_intensive_care_patients_age_6,cumulative_intensive_care_patients_age_7,cumulative_intensive_care_patients_age_8,cumulative_intensive_care_patients_age_9,new_ventilator_patients_age_0,new_ventilator_patients_age_1,new_ventilator_patients_age_2,new_ventilator_patients_age_3,new_ventilator_patients_age_4,new_ventilator_patients_age_5,new_ventilator_patients_age_6,new_ventilator_patients_age_7,new_ventilator_patients_age_8,new_ventilator_patients_age_9,cumulative_ventilator_patients_age_0,cumulative_ventilator_patients_age_1,cumulative_ventilator_patients_age_2,cumulative_ventilator_patients_age_3,cumulative_ventilator_patients_age_4,cumulative_ventilator_patients_age_5,cumulative_ventilator_patients_age_6,cumulative_ventilator_patients_age_7,cumulative_ventilator_patients_age_8,cumulative_ventilator_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9
2022-04-25,AR,64,124,148,256,266,162,122,92,26,6,220151,670281,1938288,2120386,1739738,1143370,690041,358427,150299,45542,0,0,0,1,0,1,0,0,2,1,192,207,900,2633,7023,15074,27027,34063,28793,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,926,1579,2023,1748,1312,1094,744,349,89,1262775,2455341,5467293,6110155,5056310,3407820,2148106,1142996,487307,152877,53,19,4,7,11,7,15,17,14,7,39401,18230,31686,43516,50311,59688,71795,75517,59735,25350,2,3,0,1,0,1,4,0,0,1,3058,1466,2652,4314,7691,12750,18043,17878,11263,3676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-04-26,AR,57,128,148,248,256,175,123,80,22,6,220208,670409,1938436,2120634,1739994,1143545,690164,358507,150321,45548,0,0,0,0,0,2,0,0,2,0,192,207,900,2633,7023,15076,27027,34063,28795,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,953,1628,1898,1668,1255,1022,653,301,96,1263699,2456294,5468921,6112053,5057978,3409075,2149128,1143649,487608,152973,44,5,15,7,8,11,12,16,19,3,39445,18235,31701,43523,50319,59699,71807,75533,59754,25353,4,2,1,1,1,0,3,2,5,0,3062,1468,2653,4315,7692,12750,18046,17880,11268,3676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-04-27,AR,64,145,149,261,304,201,143,100,30,2,220272,670554,1938585,2120895,1740298,1143746,690307,358607,150351,45550,0,0,0,0,0,2,1,2,3,0,192,207,900,2633,7023,15078,27028,34065,28798,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,933,1003,1587,1933,1620,1240,999,700,318,72,1264632,2457297,5470508,6113986,5059598,3410315,2150127,1144349,487926,153045,54,9,9,7,5,12,23,18,19,3,39499,18244,31710,43530,50324,59711,71830,75551,59773,25356,4,2,3,3,1,0,2,2,5,1,3066,1470,2656,4318,7693,12750,18048,17882,11273,3677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-04-28,AR,49,153,188,329,325,205,173,117,34,6,220321,670707,1938773,2121224,1740623,1143951,690480,358724,150385,45556,0,0,1,0,1,0,1,0,2,0,192,207,901,2633,7024,15078,27029,34065,28800,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,918,1449,1878,1677,1202,965,664,283,83,1265489,2458215,5471957,6115864,5061275,3411517,2151092,1145013,488209,153128,32,3,5,6,8,6,13,24,18,7,39531,18247,31715,43536,50332,59717,71843,75575,59791,25363,5,0,0,0,1,0,0,1,1,3,3071,1470,2656,4318,7694,12750,18048,17883,11274,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-04-29,AR,51,124,159,234,285,207,163,101,27,5,220372,670831,1938932,2121458,1740908,1144158,690643,358825,150412,45561,0,0,0,0,1,0,1,1,0,0,192,207,901,2633,7025,15078,27030,34066,28800,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,769,1326,1570,1447,1109,852,604,246,68,1266279,2458984,5473283,6117434,5062722,3412626,2151944,1145617,488455,153196,25,7,6,9,5,10,9,16,10,3,39556,18254,31721,43545,50337,59727,71852,75591,59801,25366,3,0,0,1,1,1,1,2,3,0,3074,1470,2656,4319,7695,12751,18049,17885,11277,3680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-04-30,AR,28,60,84,150,190,124,93,58,24,4,220400,670891,1939016,2121608,1741098,1144282,690736,358883,150436,45565,0,0,0,0,0,0,0,1,3,0,192,207,901,2633,7025,15078,27030,34067,28803,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,419,652,860,907,641,551,366,171,50,1266753,2459403,5473935,6118294,5063629,3413267,2152495,1145983,488626,153246,27,4,6,4,7,9,11,15,16,6,39583,18258,31727,43549,50344,59736,71863,75606,59817,25372,1,1,1,0,2,2,2,4,2,1,3075,1471,2657,4319,7697,12753,18051,17889,11279,3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-01,AR,17,67,66,124,150,95,70,39,9,1,220417,670958,1939082,2121732,1741248,1144377,690806,358922,150445,45566,0,0,0,0,0,0,0,1,0,0,192,207,901,2633,7025,15078,27030,34068,28803,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,326,494,602,561,420,361,227,116,36,1267094,2459729,5474429,6118896,5064190,3413687,2152856,1146210,488742,153282,29,7,7,1,10,7,9,15,15,2,39612,18265,31734,43550,50354,59743,71872,75621,59832,25374,4,0,2,0,2,0,0,2,2,0,3079,1471,2659,4319,7699,12753,18051,17891,11281,3681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-02,AR,76,187,194,417,452,309,199,123,36,7,220493,671145,1939276,2122149,1741700,1144686,691005,359045,150481,45573,0,0,0,1,0,0,0,1,1,1,192,207,901,2634,7025,15078,27030,34069,28804,12816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,939,1326,1897,1799,1408,1148,677,307,83,1268093,2460668,5475755,6120793,5065989,3415095,2154004,1146887,489049,153365,54,6,9,8,8,12,16,20,21,11,39666,18271,31743,43558,50362,59755,71888,75641,59853,25385,1,0,4,0,1,1,3,5,1,2,3080,1471,2663,4319,7700,12754,18054,17896,11282,3683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-03,AR,78,189,209,432,509,290,240,118,51,10,220571,671334,1939485,2122581,1742209,1144976,691245,359163,150532,45583,0,0,0,0,0,1,1,0,4,1,192,207,901,2634,7025,15079,27031,34069,28808,12817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,1052,1464,2029,1879,1343,1045,670,292,80,1269033,2461720,5477219,6122822,5067868,3416438,2155049,1147557,489341,153445,41,5,8,7,7,11,20,20,20,10,39707,18276,31751,43565,50369,59766,71908,75661,59873,25395,3,1,0,0,2,2,5,6,2,2,3083,1472,2663,4319,7702,12756,18059,17902,11284,3685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-04,AR,70,206,264,549,620,352,249,158,47,9,220641,671540,1939749,2123130,1742829,1145328,691494,359321,150579,45592,0,0,0,0,0,1,0,2,0,0,192,207,901,2634,7025,15080,27031,34071,28808,12817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1092,1164,1764,2356,2243,1470,1076,738,302,91,1270125,2462884,5478983,6125178,5070111,3417908,2156125,1148295,489643,153536,45,13,5,7,11,11,14,23,29,6,39752,18289,31756,43572,50380,59777,71922,75684,59902,25401,3,2,0,0,2,0,1,3,4,2,3086,1474,2663,4319,7704,12756,18060,17905,11288,3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-05,AR,81,258,387,606,673,420,361,219,61,11,220722,671798,1940136,2123736,1743502,1145748,691855,359540,150640,45603,0,0,0,1,1,0,1,1,1,0,192,207,901,2635,7026,15080,27032,34072,28809,12817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,975,1222,1727,2283,2227,1552,1274,777,290,75,1271100,2464106,5480710,6127461,5072338,3419460,2157399,1149072,489933,153611,37,9,7,11,10,12,25,27,17,4,39789,18298,31763,43583,50390,59789,71947,75711,59919,25405,6,1,1,2,1,4,2,2,1,0,3092,1475,2664,4321,7705,12760,18062,17907,11289,3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-06,AR,92,241,365,607,689,474,335,185,54,10,220814,672039,1940501,2124343,1744191,1146222,692190,359725,150694,45613,0,1,0,0,1,0,1,1,1,0,192,208,901,2635,7027,15080,27033,34073,28810,12817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1021,1142,1675,2256,2170,1572,1148,708,336,100,1272121,2465248,5482385,6129717,5074508,3421032,2158547,1149780,490269,153711,23,3,5,8,10,10,13,21,28,6,39812,18301,31768,43591,50400,59799,71960,75732,59947,25411,4,0,0,1,3,2,1,0,3,0,3096,1475,2664,4322,7708,12762,18063,17907,11292,3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-07,AR,63,185,207,443,474,303,247,155,44,15,220877,672224,1940708,2124786,1744665,1146525,692437,359880,150738,45628,0,0,0,0,0,0,0,1,0,3,192,208,901,2635,7027,15080,27033,34074,28810,12820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,693,957,1338,1399,977,757,532,215,60,1272876,2465941,5483342,6131055,5075907,3422009,2159304,1150312,490484,153771,30,6,0,1,3,8,12,17,18,4,39842,18307,31768,43592,50403,59807,71972,75749,59965,25415,4,2,0,0,0,1,0,3,0,0,3100,1477,2664,4322,7708,12763,18063,17910,11292,3687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-08,AR,67,162,169,370,405,277,170,131,34,9,220944,672386,1940877,2125156,1745070,1146802,692607,360011,150772,45637,0,0,0,1,0,0,1,1,0,2,192,208,901,2636,7027,15080,27034,34075,28810,12822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,585,692,1077,1135,827,536,389,129,34,1273490,2466526,5484034,6132132,5077042,3422836,2159840,1150701,490613,153805,28,4,7,7,4,5,13,14,16,7,39870,18311,31775,43599,50407,59812,71985,75763,59981,25422,2,0,3,0,1,0,3,2,1,2,3102,1477,2667,4322,7709,12763,18066,17912,11293,3689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-09,AR,142,399,562,982,1217,751,542,320,95,17,221086,672785,1941439,2126138,1746287,1147553,693149,360331,150867,45654,0,0,0,0,0,0,0,0,2,1,192,208,901,2636,7027,15080,27034,34075,28812,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1518,1606,2165,3196,3261,2273,1665,1077,394,93,1275008,2468132,5486199,6135328,5080303,3425109,2161505,1151778,491007,153898,71,13,13,6,11,8,29,25,15,10,39941,18324,31788,43605,50418,59820,72014,75788,59996,25432,6,0,1,1,0,0,3,5,2,1,3108,1477,2668,4323,7709,12763,18069,17917,11295,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-10,AR,157,384,531,1012,1161,848,491,322,88,20,221243,673169,1941970,2127150,1747448,1148401,693640,360653,150955,45674,0,0,0,1,0,0,0,1,3,0,192,208,901,2637,7027,15080,27034,34076,28815,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1364,1629,2298,3305,3195,2374,1658,1007,395,97,1276372,2469761,5488497,6138633,5083498,3427483,2163163,1152785,491402,153995,50,13,4,5,4,13,16,25,27,8,39991,18337,31792,43610,50422,59833,72030,75813,60023,25440,14,2,0,0,0,5,0,1,2,0,3122,1479,2668,4323,7709,12768,18069,17918,11297,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-11,AR,142,432,588,1160,1304,873,580,288,91,11,221385,673601,1942558,2128310,1748752,1149274,694220,360941,151046,45685,0,0,0,0,0,0,0,0,1,0,192,208,901,2637,7027,15080,27034,34076,28816,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1463,1802,2537,3617,3681,2484,1748,975,396,100,1277835,2471563,5491034,6142250,5087179,3429967,2164911,1153760,491798,154095,49,14,8,10,16,18,23,26,22,10,40040,18351,31800,43620,50438,59851,72053,75839,60045,25450,7,1,1,1,2,3,2,5,2,0,3129,1480,2669,4324,7711,12771,18071,17923,11299,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-12,AR,110,427,656,1250,1260,883,585,346,114,30,221495,674028,1943214,2129560,1750012,1150157,694805,361287,151160,45715,0,0,0,1,0,1,0,1,1,0,192,208,901,2638,7027,15081,27034,34077,28817,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1348,1716,2536,3408,3389,2424,1702,1031,356,111,1279183,2473279,5493570,6145658,5090568,3432391,2166613,1154791,492154,154206,66,9,10,6,10,7,19,23,19,9,40106,18360,31810,43626,50448,59858,72072,75862,60064,25459,9,3,0,0,0,1,2,2,1,0,3138,1483,2669,4324,7711,12772,18073,17925,11300,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-13,AR,128,392,563,1130,1285,893,648,400,139,17,221623,674420,1943777,2130690,1751297,1151050,695453,361687,151299,45732,0,0,0,0,0,0,0,1,4,0,192,208,901,2638,7027,15081,27034,34078,28821,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1366,1592,2384,3494,3387,2394,1855,1148,436,97,1280549,2474871,5495954,6149152,5093955,3434785,2168468,1155939,492590,154303,46,7,11,12,8,11,14,19,26,6,40152,18367,31821,43638,50456,59869,72086,75881,60090,25465,2,2,2,0,1,2,4,1,2,1,3140,1485,2671,4324,7712,12774,18077,17926,11302,3691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-14,AR,89,199,296,671,701,521,401,224,78,10,221712,674619,1944073,2131361,1751998,1151571,695854,361911,151377,45742,0,0,0,0,0,1,0,3,0,1,192,208,901,2638,7027,15082,27034,34081,28821,12824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,873,1210,1892,1842,1383,1110,653,267,65,1281350,2475744,5497164,6151044,5095797,3436168,2169578,1156592,492857,154368,36,5,4,7,4,7,14,19,11,6,40188,18372,31825,43645,50460,59876,72100,75900,60101,25471,4,0,0,0,1,1,2,2,4,0,3144,1485,2671,4324,7713,12775,18079,17928,11306,3691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-15,AR,67,179,241,563,616,417,266,167,45,8,221779,674798,1944314,2131924,1752614,1151988,696120,362078,151422,45750,0,0,0,0,1,0,3,1,0,0,192,208,901,2638,7028,15082,27037,34082,28821,12824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683,698,857,1424,1490,1043,700,444,152,33,1282033,2476442,5498021,6152468,5097287,3437211,2170278,1157036,493009,154401,54,10,3,7,5,11,5,22,15,9,40242,18382,31828,43652,50465,59887,72105,75922,60116,25480,7,0,0,0,1,4,0,1,2,1,3151,1485,2671,4324,7714,12779,18079,17929,11308,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-16,AR,181,385,649,1307,1529,1069,725,407,103,23,221960,675183,1944963,2133231,1754143,1153057,696845,362485,151525,45773,0,0,0,0,0,0,1,3,1,2,192,208,901,2638,7028,15082,27038,34085,28822,12826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1671,1630,2569,3771,3876,2710,2024,1140,403,118,1283704,2478072,5500590,6156239,5101163,3439921,2172302,1158176,493412,154519,72,9,4,8,9,21,14,20,25,7,40314,18391,31832,43660,50474,59908,72119,75942,60141,25487,12,2,0,0,3,3,2,2,5,0,3163,1487,2671,4324,7717,12782,18081,17931,11313,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-17,AR,148,376,615,1252,1450,1006,655,335,115,17,222108,675559,1945578,2134483,1755593,1154063,697500,362820,151640,45790,0,0,1,0,1,0,0,1,1,0,192,208,902,2638,7029,15082,27038,34086,28823,12826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391,1667,2493,3780,3694,2643,1817,1000,401,107,1285095,2479739,5503083,6160019,5104857,3442564,2174119,1159176,493813,154626,48,13,6,8,5,13,18,24,20,9,40362,18404,31838,43668,50479,59921,72137,75966,60161,25496,4,2,0,1,1,2,2,2,4,0,3167,1489,2671,4325,7718,12784,18083,17933,11317,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-18,AR,65,209,341,636,713,505,318,192,74,18,222173,675768,1945919,2135119,1756306,1154568,697818,363012,151714,45808,0,0,0,1,0,0,1,1,1,0,192,208,902,2639,7029,15082,27039,34087,28824,12826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,774,1130,1645,1672,1164,834,506,228,61,1285829,2480513,5504213,6161664,5106529,3443728,2174953,1159682,494041,154687,58,8,8,12,9,12,21,17,22,2,40420,18412,31846,43680,50488,59933,72158,75983,60183,25498,9,2,1,0,0,3,3,2,10,2,3176,1491,2672,4325,7718,12787,18086,17935,11327,3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-19,AR,185,473,1007,1886,1986,1444,952,553,149,35,222358,676241,1946926,2137005,1758292,1156012,698770,363565,151863,45843,0,0,0,0,0,0,1,1,5,1,192,208,902,2639,7029,15082,27040,34088,28829,12827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616,1871,3108,4623,4556,3300,2396,1382,480,129,1287445,2482384,5507321,6166287,5111085,3447028,2177349,1161064,494521,154816,65,12,10,10,10,12,17,25,30,7,40485,18424,31856,43690,50498,59945,72175,76008,60213,25505,13,3,2,0,2,2,5,0,4,0,3189,1494,2674,4325,7720,12789,18091,17935,11331,3694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-20,AR,128,394,819,1650,1609,1269,900,531,175,39,222486,676635,1947745,2138655,1759901,1157281,699670,364096,152038,45882,0,0,0,0,0,0,0,1,3,0,192,208,902,2639,7029,15082,27040,34089,28832,12827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1786,3052,4651,4393,3323,2401,1386,506,132,1288945,2484170,5510373,6170938,5115478,3450351,2179750,1162450,495027,154948,65,12,9,6,4,11,15,17,20,7,40550,18436,31865,43696,50502,59956,72190,76025,60233,25512,6,2,1,1,0,3,1,3,3,2,3195,1496,2675,4326,7720,12792,18092,17938,11334,3696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
2022-05-21,AR,132,235,457,897,1006,730,555,344,103,23,222618,676870,1948202,2139552,1760907,1158011,700225,364440,152141,45905,0,0,0,0,0,1,1,1,2,0,192,208,902,2639,7029,15083,27041,34090,28834,12827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,933,1780,2822,2640,1848,1430,901,335,94,1289857,2485103,5512153,6173760,5118118,3452199,2181180,1163351,495362,155042,41,7,2,4,7,11,19,29,30,10,40591,18443,31867,43700,50509,59967,72209,76054,60263,25522,4,0,0,1,1,2,0,4,4,1,3199,1496,2675,4327,7721,12794,18092,17942,11338,3697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-
