date,location_key,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
2020-11-27,AD,7.875,3.680556,11.375,1.862667,NA,4.388889,82.331475
2020-11-28,AD,6.25,2.805556,9.805556,9.8425,20.32,4.074074,88.768932
2020-11-29,AD,7.111111,2.75,12.958333,5.5245,10.16,4.777778,85.242285999999993
2020-11-30,AD,6.513889,2.208333,12.472222,0,NA,3.222222,79.634137
2020-12-01,AD,5.097222,2.486111,8.305556,3.302,NA,1.763889,80.193955
2020-12-02,AD,2.541667,0.319444,6.416667,8.382,NA,-2.791667,70.132912
2020-12-03,AD,3.902778,-0.708333,8.805556,6.858,NA,-2.263889,64.414408
2020-12-04,AD,2.305556,-1.166667,5.861111,7.8105,NA,-0.263889,83.238059
2020-12-05,AD,0.902778,-3.291667,5.958333,1.524,30.48,-2.194444,79.950531
2020-12-06,AD,2.375,-0.847222,6.930556,9.5885,NA,-0.861111,79.227044
2020-12-07,AD,1.541667,-1.263889,3.819444,12.8905,NA,0.152778,90.486811
2020-12-08,AD,2.416667,0.472222,5.555556,4.445,NA,-0.930556,78.642509
2020-12-09,AD,2.5,-0.625,6.736111,2.032,71.12,-1.930556,73.103375
2020-12-10,AD,3.944444,-0.180556,7.930556,20.32,NA,1.513889,84.276458
2020-12-11,AD,4.986111,0.597222,9.583333,10.287,NA,2.814815,87.044896
2020-12-12,AD,4.972222,1.138889,9.166667,12.1285,NA,1.777778,80.224992
2020-12-13,AD,6.305556,2.055556,10.902778,4.5085,NA,1.472222,71.49971
2020-12-14,AD,7.444444,4.277778,11.347222,46.651333,NA,4.083333,79.454792
2020-12-15,AD,7.222222,3.472222,10.305556,17.907,NA,5.527778,89.064862
2020-12-16,AD,5.138889,0.625,9.805556,15.621,NA,1.694444,79.512752
2020-12-17,AD,5.708333,0.986111,10.583333,0.0635,NA,2.152778,78.287774
2020-12-18,AD,6.444444,2.208333,11.402778,17.526,NA,3.583333,82.162185
2020-12-19,AD,7.013889,3.722222,11.055556,19.981333,NA,4.083333,81.622819
2020-12-20,AD,5.625,1.930556,9.486111,1.143,NA,4.722222,93.903552
2020-12-21,AD,6.138889,1.347222,10.458333,16.002,NA,4.013889,86.365849
2020-12-22,AD,8.541667,4.347222,14.083333,10.668,NA,5.819444,83.128985
2020-12-23,AD,8.513889,5.208333,12.486111,7.493,NA,5.902778,83.816174
2020-12-24,AD,6.166667,2.958333,9.416667,5.715,NA,2.875,79.544621
2020-12-25,AD,0.791667,-1.333333,5.847222,15.748,NA,-3.875,72.484031
2020-12-26,AD,0.194444,-3.583333,4.611111,10.795,NA,-7.583333,57.776559
2020-12-27,AD,0.555556,-4.208333,4.972222,0.169333,NA,-6.625,59.902724
2020-12-28,AD,2.277778,-0.097222,5.958333,3.937,NA,-0.513889,81.824717
2020-12-29,AD,1.736111,-0.916667,5.833333,4.2545,50.8,-1.180556,81.18273
2020-12-30,AD,1.513889,-1.972222,5.25,13.7795,NA,-1.388889,81.074157
2020-12-31,AD,2.236111,-2.458333,7.958333,15.8115,NA,-0.680556,81.211705
2021-01-01,AD,4.472222,0.777778,8.444444,2.667,NA,1.388889,81.829526
2021-01-02,AD,1.611111,-0.055556,3.25,0.3175,NA,-1.944444,78.630198
2021-01-03,AD,1.944444,-2.652778,6.819444,0,NA,-3.986111,65.688384
2021-01-04,AD,1.763889,-2.777778,7.541667,0,NA,-2.041667,76.014466
2021-01-05,AD,1.805556,0.347222,3.847222,1.143,10.16,-1.111111,81.901698
2021-01-06,AD,1.194444,-3.055556,4.722222,0.381,10.16,-2.708333,75.742996
2021-01-07,AD,-0.944444,-5.375,3.597222,0,NA,-4.569444,77.262663
2021-01-08,AD,0.388889,-3.972222,5.555556,0,NA,-4.291667,72.701908
2021-01-09,AD,0.819444,-1.041667,2.708333,0,30.48,-1.222222,86.555441
2021-01-10,AD,1.444444,-0.388889,3.430556,4.6355,88.9,-0.902778,84.839434
2021-01-11,AD,-0.166667,-2.819444,3.125,2.159,88.9,-4.125,76.41502
2021-01-12,AD,2.902778,-3.180556,8.930556,0,10.16,-2.375,69.925715
2021-01-13,AD,8.5,5.180556,12.277778,0,NA,3.722222,73.831538
2021-01-14,AD,8.791667,6.402778,11.319444,0.1905,NA,4.138889,74.042941
2021-01-15,AD,7.736111,3.888889,11.125,1.143,NA,3.222222,74.366571
2021-01-16,AD,4.722222,0.694444,8.152778,2.54,NA,-0.486111,71.783092
2021-01-17,AD,8.347222,3.777778,11.902778,0.127,NA,3.736111,74.815055
2021-01-18,AD,4.694444,-1.402778,10.513889,2.54,NA,-0.305556,71.931834
2021-01-19,AD,4.138889,-3.125,12.472222,0,NA,0.027778,75.036069
2021-01-20,AD,8.694444,3.722222,13.833333,0,NA,2.972222,68.09585
2021-01-21,AD,9.319444,4.611111,14.444444,0,NA,5.5,77.643212
2021-01-22,AD,7.986111,4.5,11.541667,0.0635,NA,4.694444,79.976574
2021-01-23,AD,7.805556,3.791667,14.25,5.969,NA,3.041667,73.409079
2021-01-24,AD,7.097222,3.430556,11.708333,7.5565,NA,3.638889,79.400118
2021-01-25,AD,7.263889,3.694444,9.875,4.0005,NA,4.194444,81.845206
2021-01-26,AD,5.347222,0.930556,9.972222,4.2545,NA,-0.569444,66.423103
2021-01-27,AD,10.75,4.25,15.305556,2.8575,160.02,8.680556,87.965094
2021-01-28,AD,13.583333,8.555556,17.722222,3.8735,NA,10.152778,80.420573
2021-01-29,AD,12.083333,4.875,15.875,3.429,NA,9.166667,83.20965
2021-01-30,AD,8.916667,2.180556,13.777778,2.2225,160.02,6.5,85.115483
2021-01-31,AD,11.138889,6.111111,14.388889,10.541,NA,7.291667,78.338531
2021-02-01,AD,10.984127,8.047619,13.539683,9.440333,NA,8.351852,80.449773
2021-02-02,AD,13.380952,8.761905,19.825397,5.406571,NA,9.84127,79.72896
2021-02-03,AD,11.269841,6.595238,17.484127,0.036286,NA,8.47619,82.971451
2021-02-04,AD,11.444444,7.698413,14.333333,0.181429,NA,9.460317,87.652288
2021-02-05,AD,11.888889,9.865079,14.880952,0,NA,9.396825,84.808154
2021-02-06,AD,12.015873,8.039683,14.730159,0.072571,NA,9.587302,85.198014
2021-02-07,AD,8.071429,4.642857,11.920635,1.778,NA,3.428571,73.406648
2021-02-08,AD,7.285714,4.730159,9.730159,0.169333,NA,5.293651,87.44777
2021-02-09,AD,9.015873,4.539683,13.460317,4.868333,NA,5.880952,80.983495
2021-02-10,AD,6.007937,2.484127,10.761905,0.550333,NA,4.611111,91.13028
2021-02-13,AD,8.515873,5.952381,10.619048,0,NA,6.309524,87.08614
2021-02-14,AD,5.833333,2.333333,9.833333,0.072571,NA,2.714286,80.482936
2021-02-15,AD,8.412698,5.444444,12.285714,0.072571,NA,3.849206,73.125064
2021-02-16,AD,10.214286,5.984127,15.015873,0,NA,6.761905,79.290866
2021-02-17,AD,11.174603,3.928571,18.365079,0.036286,NA,6.492063,73.136103
2021-02-18,AD,11.142857,9.285714,14.650794,0.036286,NA,8.563492,84.295421
2021-02-19,AD,11.007937,9.055556,14.857143,0.036286,NA,8.222222,83.019595
2021-02-21,AD,12.666667,10.333333,14.87963,0,NA,8.435185,75.749635
2021-02-22,AD,10.904762,6.81746,13.555556,0.719667,NA,9.022222,87.881451
2021-02-23,AD,12.293651,7.214286,17.349206,6.386286,NA,10.333333,87.492798
2021-02-24,AD,13.079365,9.484127,18.174603,0.108857,NA,9.634921,79.657343
2021-02-25,AD,11.269841,6.960317,15.865079,0.036286,NA,7.960317,80.136571
2021-02-26,AD,9.880952,6.444444,13.730159,0.036286,NA,8.095238,89.464436
2021-02-27,AD,10.642857,6.47619,14.769841,0.036286,NA,5.738095,72.248458
2021-02-28,AD,8.928571,2.388889,14.873016,0,NA,5.468254,79.021617
2021-03-01,AD,11.531746,7.865079,15.984127,0,NA,7.349206,75.681898
2021-03-02,AD,11.238095,8.880952,13.714286,0.036286,NA,7.333333,77.022203
2021-03-03,AD,10.706349,8.214286,13.738095,0,NA,7.587302,81.098201
2021-03-04,AD,11.277778,6.111111,16.753968,0,NA,8.039683,80.585119
2021-03-05,AD,11.142857,5.428571,17.095238,0.072571,NA,7.396825,77.774032
2021-03-06,AD,9.134921,6.825397,12.31746,1.481667,NA,5.611111,78.998116
2021-03-07,AD,9.095238,6.015873,11.690476,0.217714,NA,6.674603,84.861759
2021-03-08,AD,9.388889,4.230159,13.920635,0.592667,NA,6.452381,82.297076
2021-03-09,AD,8.619048,4.992063,12.214286,0.471714,NA,2.793651,67.615701
2021-03-10,AD,8.103175,0.571429,15.31746,0.072571,NA,1.31746,62.745643
2021-03-11,AD,13.706349,7.325397,20.333333,0,NA,6.849206,63.663625
2021-03-12,AD,10.5,5.960317,15,0.689429,NA,4.809524,68.468416
2021-03-13,AD,9.960317,1.825397,16.626984,0.326571,NA,2.47619,60.099309
2021-03-14,AD,8.650794,3.84127,12.666667,2.243667,NA,4.873016,77.882755
2021-03-15,AD,9.309524,6.253968,12.674603,3.640667,NA,5.357143,77.213592
2021-03-16,AD,11.103175,8.214286,14.809524,0.399143,NA,5.119048,67.277887
2021-03-17,AD,10.507937,7.650794,13.222222,0.804333,NA,4.650794,67.632008
2021-03-18,AD,7.055556,4.357143,10.539683,0.181429,NA,1.103175,66.711054
2021-03-19,AD,5.125,2.5,8.652778,0.381,NA,1.430556,78.30701
2021-03-20,AD,5.541667,1.277778,10.416667,2.921,NA,-1.208333,62.963992
2021-03-21,AD,7.472222,1.875,13,0,NA,-0.847222,56.862775
2021-03-22,AD,9.47619,5.277778,14.261905,0,NA,2.531746,62.776137
2021-03-23,AD,9.603175,1.761905,17.103175,0,NA,1.84127,58.864129
2021-03-24,AD,10.992063,0.547619,20.055556,0,NA,2.452381,55.809374
2021-03-25,AD,11.119048,6.18254,16.714286,0.036286,NA,5.753968,69.998568
2021-03-26,AD,11.214286,3.071429,18.769841,0.108857,NA,6.603175,73.322078
2021-03-27,AD,11.5,5.97619,16.119048,0.290286,NA,4.65873,63.336265
2021-03-28,AD,11.928571,1.960317,20.579365,0.072571,NA,4.15873,59.024959
2021-03-29,AD,13.642857,7.039683,19.896825,0.036286,NA,6.920635,63.976834
2021-03-30,AD,14.563492,8.777778,21.007937,0,NA,7.722222,63.952893
2021-03-31,AD,14.722222,9.285714,21.02381,0.036286,NA,6.825397,59.869527
2021-04-01,AD,14.18254,8.928571,20.603175,0,NA,7.849206,65.827133
2021-04-02,AD,15.007937,9.396825,21.571429,0,NA,8.285714,64.453258
2021-04-03,AD,14.5,9.396825,19.579365,0,NA,7.206349,62.270609
2021-04-04,AD,11.785714,4.436508,18.111111,0,NA,3.333333,56.963804
2021-04-05,AD,12.912698,5.015873,19.785714,0,NA,4.277778,56.857484
2021-04-06,AD,10.015873,5.468254,16.626984,0,NA,1.547619,56.290053
2021-04-07,AD,7.396825,0.960317,12.84127,0.036286,NA,-5.238095,40.880325
2021-04-08,AD,9.769841,-1.246032,18.047619,0,NA,0.436508,52.346072
2021-04-09,AD,11.785714,7.039683,17.5,0.042333,NA,6.571429,70.489165
2021-04-10,AD,12.134921,8.055556,15.761905,0.544286,NA,9.047619,81.586435
2021-04-11,AD,9.730159,4.126984,13.634921,0.338667,NA,8,89.206033
2021-04-12,AD,8.642857,3.984127,13.515873,4.535714,NA,1.611111,62.037203
2021-04-13,AD,9.111111,0.198413,16.261905,0.036286,NA,-1.309524,49.354999
2021-04-14,AD,10.031746,1.214286,17.222222,0.036286,NA,-0.174603,49.466548
2021-04-15,AD,9.563492,0.539683,16.873016,0,NA,-1.198413,47.266027
2021-04-16,AD,8.674603,0.865079,14.714286,0,NA,-3.579365,42.205731
2021-04-17,AD,8.460317,3.460317,13.34127,0,NA,-2.087302,47.885956
2021-04-18,AD,11.079365,5.039683,16.730159,0,NA,1.238095,51.404636000000004
2021-04-19,AD,10.047619,3.15873,17.761905,0,NA,2.087302,58.7576
2021-04-20,AD,13.674603,6.396825,20.269841,0,NA,5.142857,56.674615
2021-04-21,AD,13.34127,7.849206,18.753968,0,NA,7.857143,69.50773
2021-04-22,AD,13.547619,7.880952,19.484127,0.217714,NA,6.753968,63.741468
2021-04-23,AD,15.468254,4.412698,23.666667,0,NA,4.452381,48.148852
2021-04-24,AD,16.626984,9.047619,23.404762,0,NA,4.833333,45.892814
2021-04-25,AD,14.261905,9.285714,18.825397,0,NA,8.785714,69.916661
2021-04-26,AD,11.97619,6.444444,17.031746,0.338667,NA,9.305556,79.811495
2021-04-27,AD,13.285714,9.452381,16.690476,7.027333,NA,10.563492,83.764563
2021-04-28,AD,13.02381,11.126984,15.801587,1.608667,NA,10.547619,85.022248
2021-04-29,AD,12.111111,7.31746,15.380952,2.576286,NA,8.865079,80.71279
2021-04-30,AD,11.738095,6.531746,15.309524,0.834571,NA,8.761905,82.32875
2021-05-01,AD,9.722222,6.507937,14.912698,7.747,NA,7.407407,83.556772
2021-05-02,AD,11.52381,5.396825,16.920635,3.265714,NA,4.611111,63.055769
2021-05-03,AD,13.079365,4.619048,20.253968,0,NA,4.468254,56.190966
2021-05-04,AD,15.166667,6.253968,22.087302,0,NA,7.547619,60.544885
2021-05-05,AD,15.373016,11.230159,19.674603,0.399143,NA,8.801587,65.722575
2021-05-06,AD,16.150794,8.5,22.134921,0.036286,NA,9.849206,66.491255
2021-05-07,AD,16.18254,12.444444,20.698413,1.608667,NA,12.34127,78.680424
2021-05-08,AD,18.380952,9.650794,25.936508,0.653143,NA,12.190476,67.376437
2021-05-09,AD,17.238095,13.214286,21.563492,0.042333,NA,12.65873,75.192766
2021-05-10,AD,15.507937,10.333333,20.087302,2.104571,NA,10.5,72.367503
2021-05-11,AD,9.873016,4.428571,17.261905,2.328333,NA,7.138889,77.516672
2021-05-12,AD,12.325397,4.785714,21.309524,5.715,NA,6.571429,68.225944
2021-05-13,AD,13.47619,6.603175,19.706349,5.715,NA,7,65.767085
2021-05-14,AD,12.103175,5.777778,18.015873,9.906,NA,7.574074,71.721288
2021-05-15,AD,14.769841,10.880952,18.65873,1.608667,NA,11,79.236032
2021-05-16,AD,14.468254,10.087302,18.5,4.4704,NA,12.214286,87.439507
2021-05-17,AD,14.547619,10.087302,19.333333,4.318,NA,7.230159,62.668023
2021-05-18,AD,13.690476,7.15873,20.246032,0.169333,NA,8.34127,70.598218
2021-05-19,AD,14.055556,7.253968,19.111111,0.870857,NA,7.611111,66.023764
2021-05-20,AD,15.920635,8.007937,23.373016,0.508,NA,6.515873,53.936175
2021-05-21,AD,15.269841,9.746032,22.365079,0,NA,9.579365,69.127264
2021-05-22,AD,13.373016,9.84127,18.214286,1.651,NA,8.02381,70.844786
2021-05-23,AD,13.452381,8.690476,17.603175,0.072571,NA,6.936508,65.480082
2021-05-24,AD,13.492063,7.873016,18.865079,0.042333,NA,7.444444,67.419109
2021-05-25,AD,14.65873,8.190476,19.730159,0.072571,NA,6.452381,58.917433
2021-05-26,AD,15.650794,9.611111,21.373016,0,NA,7.087302,57.378337
2021-05-27,AD,18.396825,9.198413,25.928571,0,NA,8.952381,54.895092
2021-05-28,AD,19.380952,11.849206,25.261905,0,NA,11.071429,58.99681
2021-05-29,AD,19.634921,13.277778,26.087302,0,NA,13.531746,68.642837
2021-05-30,AD,20.984127,15.055556,27.15873,0.254,NA,13.730159,63.705206
2021-05-31,AD,20.865079,13.825397,27.253968,0.145143,NA,14,65.049988
2021-06-01,AD,17.301587,11.095238,23.928571,0.084667,NA,14.805556,81.843141
2021-06-02,AD,18.698413,15.380952,23.333333,8.744857,NA,15.484127,81.733778
2021-06-03,AD,20.055556,16.039683,24.944444,0.036286,NA,15.373016,74.65863
2021-06-04,AD,15.674603,12.412698,21.619048,0.084667,NA,14.933333,87.965374
2021-06-05,AD,18.15873,13.761905,23.722222,5.987143,NA,12.206349,69.260568
2021-06-06,AD,19.428571,14.007937,24.674603,0.217714,NA,11.595238,61.426205
2021-06-07,AD,20.444444,14.031746,26.111111,0.072571,NA,11.730159,58.208057
2021-06-08,AD,22.079365,13.531746,28.809524,0.145143,NA,11.801587,52.994556
2021-06-09,AD,22.468254,14.714286,28.920635,0.072571,NA,13.18254,56.815181
2021-06-10,AD,24,17.468254,29.888889,0,NA,13.47619,52.887325
2021-06-11,AD,23.97619,18.083333,29.142857,0,NA,15.087302,58.446066
2021-06-12,AD,23.222222,17.626984,29.555556,0,NA,16.230159,66.099851
2021-06-13,AD,26.650794,17.579365,34.039683,0.036286,NA,15.396825,50.822148
2021-06-14,AD,26.880952,17.753968,33.880952,0,NA,15.515873,50.722504
2021-06-15,AD,26.968254,19.595238,33.380952,0,NA,16.333333,52.871113
2021-06-16,AD,25.531746,19.452381,32.34127,0.108857,NA,17.793651,62.622872
2021-06-17,AD,20.674603,15.714286,27.071429,0,NA,17.777778,79.10386
2021-06-18,AD,23.103175,16.150794,29.095238,1.705429,NA,17.222222,69.703363
2021-06-19,AD,23.563492,19.404762,29.071429,0,NA,18.579365,73.692719
2021-06-20,AD,21.595238,15.626984,28.031746,0.338667,NA,17.412698,77.773505
2021-06-21,AD,20.190476,13.253968,27.984127,5.757333,NA,15.246032,74.110841
2021-06-22,AD,18.428571,12.539683,24.753968,3.471333,NA,13.02381,71.835075
2021-06-23,AD,16.309524,12.047619,20.666667,2.328333,NA,13.416667,81.927579
2021-06-24,AD,18.515873,13.793651,23.563492,5.672667,NA,12.666667,69.575606
2021-06-25,AD,21.142857,15.68254,26.777778,0,NA,12.619048,58.9132
2021-06-26,AD,22.388889,14.722222,29.547619,0,NA,14.650794,61.767335
2021-06-27,AD,19.5,16.325397,27.111111,1.397,NA,16.404762,83.463945
2021-06-28,AD,18.730159,14.31746,24.214286,3.156857,NA,13.055556,70.135607
2021-06-29,AD,18.84127,15.063492,23.071429,0.362857,NA,12.103175,65.584746
2021-06-30,AD,19.531746,14.777778,24.84127,0,NA,12.150794,63.209761
2021-07-01,AD,21.952381,13.531746,28.690476,0.036286,NA,13.833333,60.33707
2021-07-02,AD,24.865079,16.849206,31.634921,0,NA,15.888889,57.794549
2021-07-03,AD,22.992063,18.555556,29.968254,0,NA,17.388889,71.432873
2021-07-04,AD,21.126984,17.746032,25.428571,11.853333,NA,16.444444,75.022005
2021-07-05,AD,23.595238,15.285714,30.68254,1.378857,NA,16.547619,64.755226
2021-07-06,AD,20.753968,18.296296,27.166667,0.471714,NA,15.698413,73.391151
2021-07-07,AD,18.642857,13.444444,24.484127,0.677333,NA,14.357143,77.673363
2021-07-08,AD,18.968254,13.912698,24.103175,1.959429,NA,12.309524,66.198409
2021-07-09,AD,21.174603,14.714286,27.365079,0.072571,NA,12.984127,60.180575
2021-07-10,AD,21.047619,14.119048,26.857143,0,NA,14.563492,67.318592
2021-07-11,AD,22.373016,14.81746,29.809524,0.036286,NA,15.238095,64.965637
2021-07-12,AD,17.515873,13.246032,25.674603,0,NA,14.285714,82.161353
2021-07-13,AD,14.888889,12.246032,19.15873,2.328333,NA,11.981481,78.168756
2021-07-14,AD,17.730159,14.325397,22.460317,3.846286,NA,13.380952,77.435949
2021-07-15,AD,18.009259,15.388889,21.157407,1.016,NA,13.537037,76.856905
2021-07-16,AD,21.361111,15,27.625,0.127,NA,13.222222,60.901598
2021-07-17,AD,23.263889,16.347222,29.375,0,NA,14.430556,58.663619
2021-07-18,AD,24.444444,17.638889,30.430556,0.1905,NA,15.708333,59.416678
2021-07-19,AD,25.680556,19.180556,32.347222,0,NA,15.666667,55.842906
2021-07-20,AD,25.347222,17.347222,33.652778,0,NA,16.236111,57.846704
2021-07-21,AD,25.444444,17.805556,33.083333,0.1905,NA,17.652778,63.192448
2021-07-22,AD,27.055556,19.097222,34.652778,0.0635,NA,17.125,54.83299
2021-07-23,AD,25.083333,19.472222,32.430556,0,NA,18.944444,69.08254
2021-07-24,AD,22.305556,19.402778,26.819444,0.3175,NA,15.638889,67.394103
2021-07-25,AD,22.125,17.236111,26.875,0.4445,NA,14.097222,61.652197
2021-07-26,AD,21.25,17.625,25.680556,0.3175,NA,14.291667,65.475666
2021-07-27,AD,22.513889,14.361111,30.125,0.3175,NA,14.375,61.016701
2021-07-28,AD,20.583333,16.847222,25.916667,11.557,NA,15.861111,74.920009
2021-07-29,AD,23.527778,17.875,29.75,0.1905,NA,15.916667,62.909913
2021-07-30,AD,21.319444,18.583333,28.513889,1.7145,NA,16.888889,76.917157
2021-07-31,AD,17.069444,10.194444,23.027778,2.9845,NA,13.847222,82.682261
2021-08-01,AD,18.347222,13.791667,23.708333,7.62,NA,12.194444,68.232698
2021-08-02,AD,19.958333,13.277778,26.430556,1.5875,NA,12.694444,63.574325
2021-08-03,AD,20.513889,14.722222,25.972222,0,NA,14.541667,69.292187
2021-08-04,AD,19.986111,17.055556,24.819444,6.7945,NA,16.111111,78.420225
2021-08-05,AD,21.75,16.222222,27.652778,6.096,NA,14.958333,65.502718
2021-08-06,AD,20.569444,18.180556,26.319444,0.381,NA,15.416667,73.229464
2021-08-07,AD,19.847222,16.319444,24.986111,0.4445,NA,14.958333,74.616027
2021-08-08,AD,19.361111,13.972222,24.458333,0.5715,NA,12.291667,64.527944
2021-08-09,AD,21.513889,12.916667,29.375,0,NA,13.194444,59.464261
2021-08-10,AD,23.986111,15.416667,31.736111,0,NA,15.194444,58.323736
2021-08-11,AD,26.138889,19.125,33.25,0,NA,17.847222,60.858429
2021-08-12,AD,26.958333,20.069444,34.805556,0,NA,18.638889,60.989874
2021-08-13,AD,24.861111,20.291667,32.305556,0.381,NA,19.180556,71.844255
2021-08-14,AD,26.805556,19.569444,34.513889,0.0635,NA,19.805556,65.755435
2021-08-15,AD,24.527778,20.5,32.75,0.127,NA,19.472222,74.508594
2021-08-16,AD,21.152778,17.902778,25.736111,0.4445,NA,14.013889,64.907745
2021-08-17,AD,20.333333,16.722222,24.527778,0.127,NA,12.305556,61.449978
2021-08-18,AD,19.708333,15.680556,24.958333,0.5715,NA,11.194444,59.301511
2021-08-19,AD,20.458333,15.902778,26.680556,0,NA,12.75,62.746378
2021-08-20,AD,23.875,16.083333,30.902778,0,NA,14.388889,55.379126
2021-08-21,AD,22.611111,16.305556,29.125,0,NA,17.111111,71.365773
2021-08-22,AD,22.777778,19.722222,27.472222,0.0635,NA,16.708333,70.227251999999993
2021-08-23,AD,22.611111,18.416667,27.875,0.127,NA,13.833333,58.986463
2021-08-24,AD,22.222222,17.083333,28.027778,0,NA,12.166667,54.244951
2021-08-25,AD,22.055556,14.430556,29.694444,0,NA,13.013889,56.809723
2021-08-26,AD,23.291667,14.472222,31.222222,0,NA,13.25,53.739955
2021-08-27,AD,22.458333,16.305556,29.638889,0.0635,NA,12.319444,54.192353
2021-08-28,AD,20.861111,14.527778,27.180556,0,NA,9.694444,50.257027
2021-08-29,AD,20.125,11.888889,27.902778,0.0635,NA,8.666667,48.849597
2021-08-30,AD,20.180556,11.791667,27.597222,0,NA,10.666667,54.679126
2021-08-31,AD,21.194444,13.305556,28.805556,0,NA,11.5,54.281068
2021-09-01,AD,20.680556,15.041667,26.805556,0,NA,13.25,63.17226
2021-09-02,AD,20.680556,17.222222,25.277778,2.032,NA,17.013889,79.901307
2021-09-03,AD,20.930556,17.847222,27.208333,1.524,NA,17.194444,79.518304
2021-09-04,AD,22.013889,16.819444,28.972222,4.5085,NA,16.597222,71.537432
2021-09-05,AD,23,14.722222,31.541667,0,NA,15.763889,64.166733
2021-09-06,AD,23.736111,17.472222,30.75,0,NA,17.861111,70.528366
2021-09-07,AD,24.625,21.111111,29.75,0,NA,19.847222,75.022155
2021-09-08,AD,23.444444,19.555556,28.375,0,NA,19.444444,78.3369
2021-09-09,AD,21.041667,17.847222,26.138889,24.892,NA,18.444444,85.168265
2021-09-10,AD,20.763889,17.638889,25.958333,7.3025,NA,17.416667,81.296685
2021-09-11,AD,21.777778,17.805556,27.319444,9.0805,NA,16.319444,71.659788
2021-09-12,AD,22.5,16.277778,28.805556,0,NA,15.652778,65.40467
2021-09-13,AD,22.319444,16.916667,29,0.0635,NA,17.930556,76.40431
2021-09-14,AD,23.527778,20.819444,28.041667,0.254,NA,20.25,81.890182
2021-09-15,AD,22.430556,18.555556,28,1.778,NA,19.083333,81.456153
2021-09-16,AD,19.680556,17.180556,24.875,5.5245,NA,16.625,82.821175
2021-09-17,AD,20.263889,16.263889,25.611111,1.2065,NA,14.708333,70.713476
2021-09-18,AD,17.125,14.152778,22.527778,0.127,NA,14.625,85.977493
2021-09-19,AD,17.333333,12.027778,22.847222,9.2075,NA,11.305556,68.872082
2021-09-20,AD,16.347222,10.875,20.819444,0.8255,NA,11.527778,74.523547
2021-09-21,AD,14.916667,12.666667,17.847222,3.302,NA,11.208333,79.980089
2021-09-22,AD,17.680556,10.958333,24.486111,1.651,NA,12.166667,70.688496
2021-09-23,AD,18.736111,12.583333,24.805556,0,NA,13.416667,71.496742
2021-09-24,AD,18.555556,11.944444,24.722222,0.0635,NA,13.680556,73.610802
2021-09-25,AD,20.791667,16.180556,26.930556,0.127,NA,17.388889,80.935527
2021-09-26,AD,19.344444,15.044444,24.066667,0.9144,NA,14.822222,75.562112
2021-09-27,AD,19.84127,14.555556,25.269841,0.072571,NA,14.388889,71.297939
2021-09-28,AD,18.404762,12.928571,22.801587,0.544286,NA,11.944444,66.618312
2021-09-29,AD,18.253968,15.031746,22.404762,0.979714,NA,13.02381,72.263263
2021-09-30,AD,15.785714,11.603175,19.904762,0.127,NA,12.468254,81.650174
2021-10-01,AD,15.825397,8.214286,24.404762,0.145143,NA,10.666667,71.519849
2021-10-02,AD,18.539683,10.769841,25.34127,0.072571,NA,13.119048,70.824886
2021-10-03,AD,16.746032,10.095238,22.603175,0,NA,13.861111,79.891668
2021-10-04,AD,14.333333,10.388889,19.539683,15.929429,NA,9.968254,75.242343
2021-10-05,AD,12.603175,6.674603,18.912698,0.465667,NA,10.796296,83.020542
2021-10-06,AD,14.920635,10.68254,19.428571,2.394857,NA,9.468254,70.597298
2021-10-07,AD,13.873016,7.857143,20.142857,0.036286,NA,7.460317,66.398639
2021-10-08,AD,13.206349,6.634921,19.571429,0.036286,NA,8.087302,71.964735
2021-10-09,AD,13.936508,9.174603,17.674603,0,NA,9.952381,77.475835
2021-10-10,AD,15.253968,10.753968,19.857143,0,NA,10.087302,72.073339
2021-10-11,AD,13.849206,7.325397,20.785714,0.036286,NA,7.865079,68.786375
2021-10-12,AD,12.436508,6.31746,18.992063,0.072571,NA,6.833333,70.52006
2021-10-13,AD,12.515873,6.68254,18.119048,0.036286,NA,6.134921,66.257429
2021-10-14,AD,12.111111,3.626984,20.31746,0.108857,NA,4.857143,61.371498
2021-10-15,AD,13.857143,5.753968,21.825397,0,NA,8.325397,69.42424
2021-10-16,AD,14.365079,8.571429,20.547619,0.036286,NA,9.02381,70.771902
2021-10-17,AD,13.47619,5.031746,21.071429,0.036286,NA,9,74.406698
2021-10-18,AD,15.190476,8.373016,23.063492,0.108857,NA,10.904762,75.680824
2021-10-19,AD,17.134921,12.507937,21.746032,0,NA,13.873016,81.200797
2021-10-20,AD,19.396825,15.18254,24.68254,0.036286,NA,14.595238,73.876252
2021-10-21,AD,15.595238,10.68254,19.388889,0.889,NA,11.126984,75.350766
2021-10-22,AD,12.952381,8.166667,17.293651,0.465667,NA,10,83.357058
2021-10-23,AD,11.793651,5.055556,17.84127,0.254,NA,6.190476,69.356326
2021-10-24,AD,10.619048,1.849206,20.753968,0,NA,5.357143,70.063739
2021-10-25,AD,12.126984,4.865079,20.301587,0.036286,NA,6.65873,69.354192
2021-10-26,AD,13.587302,8.34127,19.809524,0.036286,NA,9.071429,74.97042
2021-10-27,AD,11.984127,5.007937,20.039683,0.072571,NA,7.880952,76.161533
